const,country,rated,awards,is_adult
tt0062499,"Austria, Hungary, France, Italy",Approved,1 win,
tt0062619,"Sweden, West Germany",X,,
tt0062626,United States,Approved,,
tt0062629,"Italy, Spain",,,
tt0062630,"Italy, West Germany",M/PG,,
tt0062637,"Spain, Italy",,,
tt0062652,Italy,,,
tt0062655,"Italy, Bulgaria",,1 win,
tt0062659,"Italy, Spain",R,,
tt0062677,Italy,,,
tt0062682,Italy,,,
tt0062683,United Kingdom,Approved,,
tt0062703,Italy,Approved,2 wins & 1 nomination,
tt0062704,United States,G,,
tt0062706,"Italy, Spain",PG,,
tt0062707,Italy,Approved,6 wins & 4 nominations total,
tt0062709,"Spain, Italy",,,
tt0062712,"Italy, France, West Germany",R,,
tt0062713,"France, Italy, Mexico, United States",G,,
tt0062714,"Italy, France",PG,,
tt0062731,United States,Approved,,
tt0062737,United States,Approved,,
tt0062742,"United Kingdom, United States",TV-14,,
tt0062761,Italy,,,
tt0062763,Italy,,,
tt0062765,United States,M/PG,Won 1 Oscar. 7 wins & 9 nominations total,
tt0062788,United States,,Won 1 Primetime Emmy. 1 win total,
tt0062799,Italy,14,,
tt0062807,Italy,,,
tt0062810,"Italy, Spain",,,
tt0062813,"Italy, Spain",,,
tt0062819,"Italy, West Germany",PG,,
tt0062824,United States,Approved,,
tt0062825,"Italy, France",,,
tt0062829,United States,Approved,,
tt0062839,"Spain, Italy",,,
tt0062849,"Italy, Spain",,,
tt0062855,"Italy, France, West Germany",G,,
tt0062860,United Kingdom,Approved,,
tt0062861,"Italy, France",PG-13,,
tt0062863,"United Kingdom, United States",Approved,1 nomination total,
tt0062865,United States,Approved,,
tt0062873,France,G,Nominated for 1 Oscar. 2 nominations total,
tt0062883,United States,Approved,,
tt0062887,Italy,,,
tt0062902,Italy,,,
tt0062904,"Italy, Spain",,,
tt0062909,United Kingdom,G,1 nomination total,
tt0062914,Italy,,,
tt0062925,"Hungary, Bulgaria",,,
tt0062936,"Hong Kong, United States",,,
tt0062946,Italy,,,
tt0062969,Italy,,,
tt0062975,United States,Approved,,
tt0062976,"France, Italy",,,
tt0063008,"Italy, Spain",,,
tt0063011,Italy,,,
tt0063012,Italy,,,
tt0063024,West Germany,R,,
tt0063032,"Italy, France",,1 win total,
tt0063040,"Italy, Spain",,,
tt0063044,"Italy, Spain",,,
tt0063045,East Germany,,,
tt0063057,United States,Approved,,
tt0063060,United States,G,,
tt0063067,"United Kingdom, United States",Approved,,
tt0063091,United States,G,,
tt0063123,West Germany,,,
tt0063139,Italy,,,
tt0063143,United States,,,
tt0063158,Italy,R,,
tt0063172,Japan,G,,
tt0063174,"Italy, West Germany, Romania",,,
tt0063185,United States,R,1 nomination,
tt0063191,"West Germany, Italy",,1 win,
tt0063240,"United Kingdom, United States",G,,
tt0063242,United States,,,
tt0063246,United States,TV-PG,,
tt0063249,"Italy, Austria",,,
tt0063270,West Germany,PG,,
tt0063275,"Spain, West Germany",GP,,
tt0063285,United Kingdom,Approved,1 win & 2 nominations total,
tt0063293,"Italy, Spain, United States",PG-13,,
tt0063294,"Spain, France",,,
tt0063308,"Italy, United States",R,,
tt0063326,"Italy, Spain",,,
tt0063354,Italy,,,
tt0063364,Italy,,,
tt0063379,"Italy, Japan",GP,,
tt0063402,United States,Approved,,
tt0063419,Italy,,,
tt0063429,United States,Approved,,
tt0063440,Italy,,,
tt0063478,Italy,,,
tt0063482,"Italy, Spain",,,
tt0063484,"West Germany, Italy",,,
tt0063501,"Italy, Spain",R,,
tt0063515,United States,Approved,1 nomination,
tt0063516,Italy,,,
tt0063518,"United Kingdom, Italy",PG,Won 2 Oscars. 16 wins & 16 nominations total,
tt0063522,United States,R,Won 1 Oscar. 13 wins & 13 nominations total,
tt0063528,"Spain, Italy",,,
tt0063537,Italy,,,
tt0063564,United Kingdom,,,
tt0063568,"Italy, West Germany",Approved,1 nomination,
tt0063586,"Italy, United Kingdom",,,
tt0063592,"United Kingdom, West Germany, United States",M/PG,,
tt0063634,United States,G,,
tt0063636,United States,R,,
tt0063658,Sweden,,,
tt0063673,"Switzerland, United States",G,,
tt0063679,"Italy, Spain",R,,
tt0063696,United States,M,,
tt0063724,"West Germany, France, Italy",R,,
tt0063728,United Kingdom,G,,
tt0063740,"France, Italy",,1 nomination total,
tt0063746,"Spain, Italy",,,
tt0063747,"Italy, West Germany, United States",R,,
tt0063753,Italy,,,
tt0063754,"Italy, Spain",,,
tt0063761,Italy,,,
tt0063763,"Italy, Spain",,,
tt0063764,"United Kingdom, West Germany, Hong Kong, Singapore",,,
tt0063775,United States,R,,
tt0063798,"East Germany, Yugoslavia",,,
tt0063799,United States,Approved,,
tt0063811,United States,Approved,1 win total,
tt0063813,"Spain, Italy",,,
tt0063818,"West Germany, Italy, Yugoslavia",,,
tt0063846,"Spain, Italy",,,
tt0063847,Italy,,,
tt0063848,West Germany,,,
tt0064030,United Kingdom,M/PG,Won 1 Oscar. 6 wins & 16 nominations total,
tt0064031,"Italy, France",,,
tt0064040,"France, Italy",,4 wins & 1 nomination total,
tt0064069,Italy,,,
tt0064071,"Italy, France",,,
tt0064100,United States,R,Nominated for 4 Oscars. 4 wins & 12 nominations total,
tt0064116,"Italy, United States",PG-13,6 wins & 5 nominations total,
tt0064119,Italy,,,
tt0064146,"France, Italy",G,,
tt0064150,"Spain, Italy",,,
tt0064167,Italy,R,,
tt0064175,Italy,GP,,
tt0064186,"Italy, France, West Germany",,,
tt0064193,United Kingdom,PG-13,,
tt0064205,"Italy, Spain",,,
tt0064208,Italy,R,,
tt0064217,United States,M,,
tt0064219,West Germany,,,
tt0064227,United States,M,,
tt0064231,United States,PG-13,,
tt0064243,"Italy, France",R,,
tt0064275,Italy,,,
tt0064300,Italy,M/PG,,
tt0064303,Sweden,R,,
tt0064321,United States,R,,
tt0064350,"Yugoslavia, Italy",M,,
tt0064370,United States,R,,
tt0064373,"Japan, United States",G,1 nomination,
tt0064375,"Italy, Spain",,,
tt0064393,"Italy, Japan, United States",G,,
tt0064432,"West Germany, France",R,,
tt0064519,United Kingdom,G,,
tt0064576,"United Kingdom, France",X,1 win,
tt0064602,United States,PG-13,1 nomination total,
tt0064603,United States,G,1 win & 2 nominations total,
tt0064611,Italy,,,
tt0064624,"Sweden, United States",R,,
tt0064629,United States,Approved,,
tt0064653,"Italy, France",M,,
tt0064662,West Germany,M/PG,3 nominations,
tt0064669,Italy,,,
tt0064670,United States,R,,
tt0064695,United States,R,,
tt0064727,"Italy, West Germany, Spain, Liechtenstein",PG,,
tt0064737,"Spain, Italy",,,
tt0064750,"Italy, France, West Germany",GP,,
tt0064782,United States,PG-13,Nominated for 1 Oscar. 1 win & 3 nominations total,
tt0064785,"Poland, Soviet Union",,2 wins & 1 nomination total,
tt0064791,"France, Italy",PG-13,2 wins & 2 nominations total,
tt0064816,"France, Italy",16+,,
tt0064818,"Italy, Spain",,,
tt0064853,"Italy, Spain",,,
tt0064860,Italy,PG-13,,
tt0064869,Italy,,,
tt0064886,United States,PG-13,Nominated for 2 Oscars. 5 nominations total,
tt0064902,France,R,,
tt0064907,"United Kingdom, United States",G,,
tt0064916,Italy,PG,,
tt0064923,United States,PG-13,,
tt0064979,West Germany,,,
tt0065019,Italy,,1 nomination total,
tt0065025,"United Kingdom, France",M/PG,,
tt0065032,United States,G,1 nomination total,
tt0065060,Italy,,,
tt0065063,United States,M/PG,3 nominations total,
tt0065070,Italy,R,,
tt0065071,"Spain, Italy, Puerto Rico",,,
tt0065079,United States,PG,Won 2 BAFTA 3 wins & 1 nomination total,
tt0065083,Italy,,,
tt0065104,"Italy, Spain",,,
tt0065112,United States,M/PG,3 wins & 1 nomination total,
tt0065120,Italy,,,
tt0065126,United States,G,Won 1 Oscar. 6 wins & 7 nominations total,
tt0065134,"Mexico, United States",GP,2 nominations total,
tt0065143,"Italy, West Germany",GP,2 wins & 1 nomination total,
tt0065153,"France, Italy, West Germany",,,
tt0065155,Italy,,,
tt0065164,"Italy, Spain",,,
tt0065168,France,,,
tt0065178,Spain,,,
tt0065185,"Italy, Spain",PG,,
tt0065214,United States,R,Nominated for 2 Oscars. 6 wins & 8 nominations total,
tt0065246,Italy,,,
tt0065247,Italy,,,
tt0065248,"Spain, Italy",,,
tt0065264,France,R,,
tt0065361,"Italy, France",R,,
tt0065363,Denmark,X,,
tt0065367,"Spain, Italy",,,
tt0065374,United States,PG,,
tt0065420,"Italy, France, Spain",G,,
tt0065422,"Italy, Spain",,,
tt0065425,"Spain, Italy",,,
tt0065460,Italy,14,,
tt0065486,"France, Italy",R,3 nominations,
tt0065491,West Germany,R,,
tt0065496,Italy,R,,
tt0065499,"Italy, Spain",,1 nomination,
tt0065511,United States,R,,
tt0065515,"France, Italy",R,,
tt0065517,"Italy, Spain",,,
tt0065536,"Italy, France, Switzerland",,,
tt0065555,"Italy, France",R,,
tt0065556,United States,G,,
tt0065571,"Italy, France, West Germany",R,Nominated for 1 Oscar. 10 wins & 8 nominations total,
tt0065577,Italy,,1 nomination,
tt0065593,"United Kingdom, United States",G,Won 1 Oscar. 2 wins & 5 nominations total,
tt0065611,United States,G,Nominated for 3 Oscars. 1 win & 7 nominations total,
tt0065640,"Italy, Venezuela",Approved,,
tt0065642,United States,PG-13,,
tt0065681,Italy,,,
tt0065683,Italy,Approved,,
tt0065698,West Germany,,,
tt0065755,Japan,,,
tt0065775,United States,R,,
tt0065819,United States,GP,1 nomination,
tt0065826,United States,GP,,
tt0065842,"Italy, Monaco, Spain, West Germany",G,,
tt0065900,Italy,,,
tt0065905,"Italy, Spain",,,
tt0065962,United States,M,,
tt0065981,"Italy, West Germany, United States",R,,
tt0065997,"Italy, Spain",R,,
tt0065999,Hong Kong,R,,
tt0066001,United Kingdom,M/PG,,
tt0066011,United States,PG,Won 1 Oscar. 10 wins & 17 nominations total,
tt0066015,Italy,R,,
tt0066027,Italy,,,
tt0066034,Israel,GP,Nominated for 1 Oscar. 2 nominations total,
tt0066039,"France, Italy",,,
tt0066050,"Italy, United States",R,,
tt0066063,Denmark,R,,
tt0066064,"Ireland, United Kingdom",PG,1 nomination,
tt0066090,United States,PG,Nominated for 1 Oscar. 2 nominations total,
tt0066093,United States,PG-13,1 nomination total,
tt0066105,"Italy, Spain",,,
tt0066126,United States,R,,
tt0066251,"France, United States",GP,2 nominations,
tt0066268,Italy,R,,
tt0066271,Italy,,,
tt0066287,"Spain, Italy",,,
tt0066295,"Spain, Italy",,,
tt0066301,"United States, Mexico",G,,
tt0066312,"Italy, Yugoslavia",,,
tt0066331,"Spain, Italy",,,
tt0066333,Italy,,,
tt0066334,Italy,,,
tt0066365,"Mexico, United States",PG,,
tt0066384,United States,PG,,
tt0066396,"Italy, France",,,
tt0066451,Italy,M/PG,,
tt0066463,United States,R,,
tt0066464,"Italy, Spain",,,
tt0066477,"Taiwan, Hong Kong",R,,
tt0066502,"France, Italy",R,,
tt0066568,West Germany,,,
tt0066612,"Italy, Spain, West Germany",R,,
tt0066735,"Italy, France",PG,,
tt0066743,Italy,,,
tt0066761,"Italy, Spain",Approved,,
tt0066764,Italy,,,
tt0066778,Italy,,,
tt0066798,"France, Italy",R,,
tt0066819,United States,R,,
tt0066829,"Italy, France, Spain",R,,
tt0066830,"Philippines, United States",R,,
tt0066832,United States,GP,1 win & 2 nominations,
tt0066834,"United Kingdom, Spain, West Germany",G,,
tt0066844,"Italy, United States",R,,
tt0066897,"Spain, Italy",,1 win,
tt0066907,United Kingdom,PG,,
tt0066914,"Belgium, France, Italy, Liechtenstein",,,
tt0066930,"Spain, Italy",,,
tt0066949,"Italy, Spain",Approved,,
tt0066950,"Italy, Spain",,,
tt0066958,United Kingdom,,,
tt0066970,"France, Italy, Belgium",PG,,
tt0066982,United Kingdom,R,,
tt0066984,"Italy, Yugoslavia, United States",PG,,
tt0067022,Italy,,,
tt0067025,Hong Kong,,,
tt0067052,United Kingdom,,1 nomination,
tt0067056,Italy,,,
tt0067058,Italy,R,,
tt0067087,France,,,
tt0067101,Israel,,,
tt0067113,Italy,,,
tt0067128,United Kingdom,R,Nominated for 1 BAFTA Award1 nomination total,
tt0067142,Italy,,,
tt0067176,United Kingdom,R,,
tt0067217,United States,PG-13,Won 1 Oscar. 7 wins & 5 nominations total,
tt0067228,"Denmark, United Kingdom",,,
tt0067260,"Spain, Italy",R,,
tt0067268,United States,GP,,
tt0067303,"Italy, West Germany, Spain",PG,,
tt0067340,Italy,,,
tt0067343,West Germany,,1 win & 1 nomination,
tt0067355,Italy,G,,
tt0067411,United States,R,Nominated for 1 Oscar. 1 win & 4 nominations total,
tt0067452,"Italy, Spain",,,
tt0067511,"Italy, Spain",,,
tt0067520,"Spain, Italy",,,
tt0067531,United States,GP,,
tt0067588,United States,R,1 nomination total,
tt0067602,"Italy, France",R,,
tt0067637,"United Kingdom, France, Italy, Spain",R,,
tt0067643,Italy,,,
tt0067647,"Italy, France",NC-17,1 win,
tt0067698,"Italy, France",GP,6 wins & 3 nominations total,
tt0067727,United Kingdom,GP,1 nomination total,
tt0067750,United States,GP,,
tt0067777,West Germany,R,,
tt0067817,United States,GP,,
tt0067822,United Kingdom,PG-13,,
tt0067824,Hong Kong,R,,
tt0067846,"West Germany, Spain, Portugal",,,
tt0067912,"Italy, Spain",,,
tt0067913,Italy,,,
tt0067931,Italy,,,
tt0067932,Italy,,5 wins,
tt0067941,Italy,,,
tt0067985,United States,G,,
tt0068026,"France, Italy",PG,,
tt0068153,Italy,,,
tt0068154,Italy,G,1 win total,
tt0068168,United States,R,,
tt0068179,"Italy, France",,,
tt0068183,"Spain, Italy",R,,
tt0068184,Italy,,,
tt0068194,"Italy, France",,,
tt0068199,Italy,,,
tt0068206,Italy,R,,
tt0068219,Italy,,,
tt0068232,Spain,,,
tt0068235,United Kingdom,R,,
tt0068237,West Germany,X,,
tt0068242,"France, Belgium",,,
tt0068246,"Italy, France, Spain",PG,,
tt0068261,Italy,14,,
tt0068284,United States,PG,1 win,
tt0068295,"West Germany, Italy",R,,
tt0068300,"Italy, France",,,
tt0068309,United States,R,1 nomination total,
tt0068310,Hong Kong,,,
tt0068323,United States,GP,,
tt0068329,Italy,,,
tt0068343,"Spain, Italy",,,
tt0068347,"France, Italy",PG,,
tt0068350,France,,,
tt0068372,Hong Kong,R,,
tt0068403,United States,PG,,
tt0068409,United States,R,,
tt0068416,"Italy, West Germany, United Kingdom",R,,
tt0068417,Italy,,,
tt0068429,United States,R,,
tt0068441,"France, Italy, West Germany",R,1 win,
tt0068454,Italy,PG,,
tt0068461,Italy,,,
tt0068463,Italy,,,
tt0068475,"France, Italy, Spain",,,
tt0068483,"Italy, United States",R,,
tt0068484,"Italy, France",,,
tt0068505,United Kingdom,PG,,
tt0068507,West Germany,,,
tt0068514,Italy,,,
tt0068515,Italy,,,
tt0068521,"France, Italy",PG,,
tt0068522,"France, Portugal, Spain",R,,
tt0068524,"Italy, France",PG,,
tt0068536,"France, Italy",,,
tt0068539,"Italy, France, Spain",PG,,
tt0068556,Spain,,1 win,
tt0068563,"Spain, Italy",,,
tt0068566,Italy,R,,
tt0068581,"France, Italy",,,
tt0068605,Hong Kong,R,,
tt0068608,Italy,,,
tt0068617,United States,PG,,
tt0068625,"Italy, West Germany, Yugoslavia",R,,
tt0068638,United States,PG,1 win & 2 nominations total,
tt0068655,France,PG,3 wins & 1 nomination total,
tt0068663,"United States, Canada",PG,,
tt0068698,United States,PG,,
tt0068699,United States,R,,
tt0068713,"Spain, United Kingdom, United States",R,1 win & 1 nomination,
tt0068718,United States,PG,Nominated for 1 Oscar. 2 nominations total,
tt0068723,"Italy, West Germany",,,
tt0068724,"France, Italy",PG,,
tt0068735,Italy,,,
tt0068743,France,,,
tt0068759,France,R,,
tt0068762,United States,GP,1 win & 1 nomination total,
tt0068765,France,R,,
tt0068767,Hong Kong,R,2 wins & 1 nomination total,
tt0068768,United States,PG,,
tt0068786,United States,PG,5 nominations,
tt0068874,Hong Kong,,,
tt0068897,United States,PG,,
tt0068902,"Italy, West Germany",R,,
tt0068909,"Italy, United States",PG,Nominated for 1 Oscar. 2 wins & 3 nominations total,
tt0068913,"France, Italy",Approved,,
tt0068920,"Switzerland, United Kingdom, Spain",,,
tt0068931,United States,PG,,
tt0068934,United States,R,,
tt0068935,Hong Kong,R,1 win total,
tt0068940,Italy,14,,
tt0068947,Italy,,,
tt0068987,"Switzerland, West Germany",R,,
tt0068989,Switzerland,,,
tt0069025,Hong Kong,,,
tt0069046,"Spain, Italy",R,,
tt0069083,"Italy, United States",R,,
tt0069095,"Italy, Colombia",PG,2 wins total,
tt0069109,"Italy, West Germany, Monaco",R,1 win,
tt0069121,United States,R,,
tt0069131,United Kingdom,G,2 wins,
tt0069154,Italy,Approved,,
tt0069156,Italy,R,,
tt0069158,United States,PG,,
tt0069159,"Italy, France, West Germany, Spain",PG,,
tt0069165,Spain,,,
tt0069184,"Spain, Italy",,,
tt0069221,Mexico,TV-14,,
tt0069229,"United Kingdom, France, Italy, West Germany, Spain",G,,
tt0069232,West Germany,PG,,
tt0069243,"France, Italy",R,,
tt0069295,Italy,,,
tt0069318,United Kingdom,R,,
tt0069336,United States,R,,
tt0069343,"Italy, France",R,,
tt0069345,Spain,,,
tt0069366,Italy,PG,,
tt0069425,"Spain, Italy, West Germany",,,
tt0069427,United Kingdom,R,,
tt0069463,Italy,,,
tt0069468,"Italy, France, West Germany",APPROVED,,
tt0069518,Hong Kong,R,1 win,
tt0069519,Hong Kong,,,
tt0069547,"Italy, Spain",,,
tt0069697,"Italy, Spain",G,2 wins total,
tt0069700,"Italy, Spain",R,,
tt0069713,"Italy, France, Spain",PG,1 win total,
tt0069718,"Sweden, France",X,,
tt0069756,Italy,,,
tt0069772,"Netherlands, Belgium",R,,
tt0069830,Italy,,,
tt0069833,"Italy, Spain, France",PG,,
tt0069840,United States,R,,
tt0069842,Italy,,,
tt0069844,Italy,,,
tt0069860,Spain,,,
tt0069884,Italy,,,
tt0069887,"Spain, Italy, Dominican Republic",R,,
tt0069890,United States,PG,,
tt0069908,Italy,,,
tt0069919,United States,PG,,
tt0069920,Italy,R,,
tt0069944,United States,G,,
tt0069951,United States,PG,,
tt0069959,Hong Kong,R,,
tt0069962,"Italy, Spain",,,
tt0069966,United States,R,,
tt0069994,United States,R,,
tt0070023,Italy,,,
tt0070031,"Spain, Italy",,,
tt0070034,"Hong Kong, United States",R,1 win total,
tt0070047,United States,R,Won 2 Oscars. 18 wins & 21 nominations total,
tt0070055,Italy,,,
tt0070060,"Italy, Spain",,,
tt0070091,United States,PG,,
tt0070096,West Germany,,,
tt0070118,France,,,
tt0070126,"Spain, France",R,,
tt0070159,West Germany,,,
tt0070190,United Kingdom,R,,
tt0070215,"Italy, France, West Germany",PG,1 win total,
tt0070279,Italy,,,
tt0070297,"United Kingdom, Hong Kong",R,1 nomination total,
tt0070307,"Italy, Spain",,,
tt0070308,Italy,,,
tt0070311,Australia,Approved,2 wins,
tt0070314,West Germany,,,
tt0070328,"United Kingdom, United States, Jamaica",PG,Nominated for 1 Oscar. 3 wins & 3 nominations total,
tt0070355,United States,R,2 nominations total,
tt0070368,Italy,Approved,,
tt0070373,Italy,,,
tt0070393,Italy,R,,
tt0070394,"Italy, France",,,
tt0070404,"Italy, France",R,,
tt0070483,Italy,,,
tt0070511,"France, United States",R,Nominated for 1 Oscar. 2 wins & 2 nominations total,
tt0070516,"Italy, Spain",,,
tt0070519,Italy,R,1 nomination,
tt0070552,"Italy, Spain, France",R,,
tt0070553,"Italy, France",,,
tt0070564,"Taiwan, Hong Kong",R,,
tt0070583,Italy,,,
tt0070587,Italy,,,
tt0070622,United States,PG,2 nominations total,
tt0070639,"Philippines, United States",R,,
tt0070646,Italy,,,
tt0070653,United States,PG,,
tt0070669,Italy,R,,
tt0070687,United States,PG,,
tt0070693,Italy,,,
tt0070706,United States,R,,
tt0070738,"Italy, France, West Germany",R,,
tt0070752,United States,R,,
tt0070778,"Taiwan, Hong Kong",R,,
tt0070779,France,,,
tt0070781,"Italy, Spain",,,
tt0070791,United Kingdom,R,1 win & 2 nominations,
tt0070800,Hong Kong,R,,
tt0070825,United States,PG,,
tt0070828,United States,G,Nominated for 1 Primetime Emmy. 1 nomination total,
tt0070841,Italy,,,
tt0070951,"West Germany, Italy",R,,
tt0071086,"Italy, France",14,,
tt0071131,"Italy, Colombia",Approved,,
tt0071132,Italy,,,
tt0071134,Italy,Approved,1 win,
tt0071136,France,R,,
tt0071139,Italy,,,
tt0071150,Italy,R,,
tt0071154,Italy,Approved,,
tt0071162,"Italy, France, Spain, West Germany",PG,,
tt0071167,Italy,Approved,,
tt0071187,Italy,,,
tt0071197,Italy,,,
tt0071208,"Italy, France",,,
tt0071212,Italy,R,,
tt0071221,United States,R,,
tt0071242,"Italy, France",R,2 wins & 5 nominations,
tt0071249,"United States, Mexico",R,2 nominations total,
tt0071252,Taiwan,PG,,
tt0071253,Hong Kong,R,,
tt0071254,Switzerland,,,
tt0071259,United States,R,,
tt0071277,Italy,,,
tt0071280,Italy,R,,
tt0071309,"Italy, Spain, France",,,
tt0071326,Italy,,,
tt0071339,"Italy, France",,,
tt0071359,France,,,
tt0071362,"Italy, Trinidad and Tobago",R,,
tt0071363,Italy,R,,
tt0071431,"Spain, Italy",R,4 wins,
tt0071471,"Mexico, Italy, Spain",R,,
tt0071489,Italy,,,
tt0071494,United States,,,
tt0071502,"Italy, France",NC-17,1 win & 3 nominations total,
tt0071512,Hong Kong,,,
tt0071537,"Italy, Spain",R,,
tt0071565,"Japan, United States",PG,1 nomination total,
tt0071568,United States,PG,,
tt0071571,United States,PG,,
tt0071619,Hong Kong,R,,
tt0071628,United Kingdom,R,,
tt0071643,Denmark,X,,1
tt0071658,"Spain, Italy",,,
tt0071663,"United Kingdom, West Germany, United States",PG,,
tt0071712,"Hong Kong, West Germany",R,,
tt0071783,Italy,,,
tt0071799,"France, Italy",PG,,
tt0071807,"United Kingdom, United States, Thailand, China",PG,2 wins & 1 nomination total,
tt0071824,United States,PG,,
tt0071836,"Spain, France",,,
tt0071840,Italy,R,,
tt0071843,"Italy, France",,,
tt0071880,Italy,PG,,
tt0071902,United States,PG,1 nomination,
tt0071910,"Italy, France",R,2 nominations total,
tt0071925,Italy,R,1 nomination,
tt0071926,Italy,14,,
tt0072007,Italy,R,,
tt0072008,Italy,,,
tt0072009,Italy,,1 win,
tt0072012,"Italy, France",PG,2 wins,
tt0072019,France,X,,
tt0072022,"France, Italy, West Germany",Approved,,
tt0072029,Italy,,,
tt0072031,"Austria, Italy, West Germany",,,
tt0072037,Italy,R,Nominated for 2 Oscars. 9 wins & 6 nominations total,
tt0072055,"Italy, West Germany, Hong Kong",PG,,
tt0072062,Italy,R,,
tt0072097,Italy,R,2 wins & 2 nominations,
tt0072123,Italy,,1 nomination total,
tt0072124,West Germany,R,,
tt0072155,"Italy, Spain",,,
tt0072196,Italy,R,,
tt0072200,Italy,Approved,,
tt0072236,United States,R,,
tt0072253,"United Kingdom, United States",PG,Nominated for 1 BAFTA Award2 nominations total,
tt0072260,United States,R,,
tt0072265,United States,R,,
tt0072268,United States,,,
tt0072285,Sweden,R,,
tt0072288,United States,R,Nominated for 1 Oscar. 1 nomination total,
tt0072325,United States,R,,
tt0072354,"United Kingdom, Spain",R,1 nomination total,
tt0072356,Italy,Approved,,
tt0072358,Italy,G,1 win,
tt0072359,"France, Italy",R,,
tt0072413,Hong Kong,R,,
tt0072426,Taiwan,,,
tt0072436,Italy,,,
tt0072590,Italy,,,
tt0072600,"United Kingdom, West Germany",R,,
tt0072614,"Italy, West Germany",,,
tt0072699,"Italy, Spain, France",R,,
tt0072712,Italy,,,
tt0072744,"Hong Kong, Taiwan",R,,
tt0072745,Hong Kong,R,,
tt0072758,Italy,Approved,,
tt0072771,Italy,,,
tt0072785,"Italy, Spain, West Germany",PG,,
tt0072799,Italy,Approved,1 nomination,
tt0072856,United States,R,,
tt0072858,"Hong Kong, United States",R,,
tt0072871,Italy,,1 win,
tt0072886,United States,G,1 win total,
tt0072894,Italy,14,,
tt0072912,United States,PG,1 nomination,
tt0072930,"Italy, Spain",R,,
tt0072951,United States,G,,
tt0072954,Italy,,,
tt0072966,Italy,Approved,,
tt0072987,"Italy, United Kingdom",X,,
tt0072999,Sweden,R,,
tt0073035,Italy,,,
tt0073043,"United States, Japan",PG,,
tt0073061,"Taiwan, West Germany",R,,
tt0073069,"Italy, Spain",G,,
tt0073131,"United Kingdom, Italy, United States",R,,
tt0073202,United States,R,,
tt0073215,"Spain, Argentina",,,
tt0073260,"United Kingdom, United States",PG,,
tt0073279,"Israel, United States",R,,
tt0073286,Italy,Approved,,
tt0073295,Italy,,1 win,
tt0073323,Italy,PG,,
tt0073349,United States,R,1 win total,
tt0073357,United States,PG,1 nomination,
tt0073463,Italy,,,
tt0073524,Italy,,,
tt0073539,"Italy, France",,,
tt0073541,Italy,,,
tt0073555,Italy,,,
tt0073556,Italy,,,
tt0073559,United States,PG,1 nomination,
tt0073633,Italy,,,
tt0073646,"United Kingdom, Canada",PG,,
tt0073680,Italy,,,
tt0073708,Spain,,,
tt0073712,"Italy, Belgium",14,,
tt0073713,"Italy, Spain",PG,,
tt0073726,"Italy, France",,,
tt0073744,"Italy, Canada",R,,
tt0073749,Italy,,,1
tt0073778,United States,R,,
tt0073796,"United Kingdom, United States",PG,,
tt0073804,"Italy, Hong Kong, United States",PG,,
tt0073815,"France, Italy",,,
tt0073845,"Italy, France, Spain",R,,
tt0073854,Italy,,,
tt0073870,Italy,,,
tt0073918,"Japan, United States",R,,
tt0073936,"West Germany, Italy",,,
tt0074086,Italy,R,,
tt0074093,Italy,,,
tt0074102,"Japan, France",NC-17,4 wins total,
tt0074130,United States,PG,,
tt0074138,Italy,,,
tt0074160,"Italy, Turkey",,,
tt0074195,United States,,,
tt0074196,"Sweden, France",X,1 win,1
tt0074201,Italy,,,
tt0074246,"Hong Kong, Taiwan",,,
tt0074274,Italy,Approved,,
tt0074277,Italy,,,
tt0074278,Venezuela,,,
tt0074282,Italy,Approved,,
tt0074296,Italy,,,
tt0074313,"Taiwan, Hong Kong",R,,
tt0074338,Italy,,,
tt0074349,Italy,,,
tt0074419,United States,R,1 nomination,
tt0074427,Italy,,,1
tt0074442,Italy,PG,1 win total,
tt0074471,Italy,R,,
tt0074472,Italy,,,
tt0074474,Italy,,,
tt0074478,Italy,R,,
tt0074483,United States,R,2 nominations total,
tt0074501,Italy,R,,
tt0074506,"Taiwan, Hong Kong",R,,
tt0074507,United States,X,,1
tt0074569,Italy,,,
tt0074575,"Italy, Israel",R,,
tt0074593,United States,PG,,
tt0074660,Sweden,,,
tt0074670,Canada,R,,
tt0074673,Italy,,,
tt0074682,Italy,R,,
tt0074684,Italy,R,,
tt0074689,United Kingdom,R,,
tt0074729,Italy,,,
tt0074740,Italy,R,,
tt0074768,Italy,,,
tt0074785,Italy,,,
tt0074791,Italy,,,
tt0074792,Italy,14,,
tt0074802,United States,R,2 nominations,
tt0074830,France,X,,1
tt0074845,United States,PG,,
tt0074855,Italy,R,,
tt0074909,Italy,,,
tt0074914,"Italy, Hong Kong",R,,
tt0074952,"Italy, France",,,
tt0074971,Spain,,,
tt0075031,"Hong Kong, Taiwan",,,
tt0075040,Italy,R,Nominated for 4 Oscars. 2 wins & 9 nominations total,
tt0075085,Italy,,,
tt0075109,Italy,,,
tt0075115,Italy,Approved,,
tt0075121,Italy,,,
tt0075129,Italy,,,
tt0075137,United States,R,,
tt0075159,Italy,Approved,,
tt0075160,Italy,,,
tt0075167,"Taiwan, Hong Kong",,,
tt0075213,United States,PG,Nominated for 1 Oscar. 1 win & 5 nominations total,
tt0075229,"United States, Greece",PG,,
tt0075257,United Kingdom,,,
tt0075263,United States,PG,,
