date,const,title,income,source
1969-02-20,tt0054342,La storia di David,,Morganite 1968-69
1969-02-21,tt0063753,Vacanze sulla Costa Smeralda,,Morganite 1968-69
1969-02-25,tt0061867,Il pirata del re,,Morganite 1968-69
1969-02-26,tt0907864,Caccia senza pietà,,Morganite 1968-69
1969-02-27,tt0171448,I commandos dell'est,,Morganite 1968-69
1969-03-02,tt0208973,Una forca per un bastardo,,Morganite 1968-69
1969-03-04,tt0061477,Vivere da vigliacchi morire da eroi,,Morganite 1968-69
1969-03-05,tt0062318,I guerriglieri dell'Amazzonia,,Morganite 1968-69
1969-03-07,tt0061832,6 pallottole per 6 carogne,,Morganite 1968-69
1969-03-09,tt0162244,Chiedi perdono a Dio... non a me,,Morganite 1968-69
1969-03-11,tt0061521,FBI contro Cosa Nostra,,Morganite 1968-69
1969-03-16,tt0061710,I giorni della violenza,,Morganite 1968-69
1969-03-17,tt0065060,T'ammazzo!... Raccomandati a Dio,,Morganite 1968-69
1969-03-23,tt0061775,...E divenne il più spietato bandito del sud,,Morganite 1968-69
1969-03-25,tt0061015,Voglio sposarle tutte,,Morganite 1968-69
1969-03-27,tt0061917,La lunga fuga,,Morganite 1968-69
1969-03-30,tt0059896,Il principe guerriero,,Morganite 1968-69
1969-04-02,tt0062761,Brutti di notte,,Morganite 1968-69
1969-04-03,tt0176999,Una notte per 5 rapine,,Morganite 1968-69
1969-04-06,tt0064818,Uno straniero a Paso Bravo,,Morganite 1968-69
1969-04-09,tt0063057,I contrabbandieri del cielo,,Morganite 1968-69
1969-04-11,tt0136511,I ragazzi del sabato sera,,Morganite 1968-69
1969-04-13,tt0059778,Gli eroi di Fort Worth,,Morganite 1968-69
1969-04-15,tt0036665,Il cavaliere di Lagardere,,Morganite 1968-69
1969-04-17,tt0061398,Il cerchio di sangue,,Morganite 1968-69
1969-04-27,tt0061574,Dio li crea... Io li ammazzo!,,Morganite 1968-69
1969-04-29,tt0061571,Il magnifico Texano,,Morganite 1968-69
1969-05-04,tt0063440,Il pistolero segnato da Dio,,Morganite 1968-69
1969-05-06,tt0062849,Dai nemici mi guardo io!,,Morganite 1968-69
1969-05-08,tt0063634,A tutto gas,,Morganite 1968-69
1969-05-09,tt0062341,Tarzan e il grande fiume,,Morganite 1968-69
1969-05-11,tt0177798,Giorni di sangue,,Morganite 1968-69
1969-05-13,tt0062659,Ammazzali tutti e torna solo,,Morganite 1968-69
1969-05-15,tt0062810,Il cobra,,Morganite 1968-69
1969-05-20,tt0183428,Luana la figlia delle foresta vergine,,Morganite 1968-69
1969-05-21,tt0061841,Gioco di massacro,,Morganite 1968-69
1969-05-25,tt0211711,Uccideva a freddo,,Morganite 1968-69
1969-05-27,tt0061864,"Killer, adios",,Morganite 1968-69
1969-05-28,tt0060783,Una spia di troppo,,Morganite 1968-69
1969-05-29,tt0062499,I dolci vizi... della casta Susanna,,Morganite 1968-69
1969-06-05,tt0171669,Pronto... c'è una certa Giuliana per te,,Morganite 1968-69
1969-06-08,tt0061124,La grande sfida a Scotland Yard,,Morganite 1968-69
1969-06-15,tt0062198,Il bandito nero,,Morganite 1968-69
1969-06-19,tt0060135,U-112 assalto al Queen Mary,,Morganite 1968-69
1969-06-21,tt0059419,Operazione maggiordomo,,Morganite 1968-69
1969-06-25,tt0043090,L'ultima preda,,Morganite 1968-69
1969-06-26,tt0041896,Billy il mancino,,Morganite 1968-69
1969-06-27,tt0061594,Doppio bersaglio,,Morganite 1968-69
1969-06-29,tt0061570,Dick Smart 2.007,,Morganite 1968-69
1969-07-03,tt0055435,Le 7 fatiche di Alì Babà,,Morganite 1968-69
1969-07-06,tt0182662,3 Supermen a Tokio,,Morganite 1968-69
1969-07-08,tt0061619,El Dorado,,Morganite 1968-69
1969-07-13,tt0062887,I diamanti che nessuno voleva rubare,,Morganite 1968-69
1969-07-17,tt0038284,I predoni della città,,Morganite 1968-69
1969-07-18,tt0059539,Un bacio per morire,,Morganite 1968-69
1969-07-20,tt0166134,Colpo di sole,,Morganite 1968-69
1969-07-22,tt0269443,Killer Kid,,Morganite 1968-69
1969-07-27,tt0058938,Le bambole,,Morganite 1968-69
1969-07-29,tt0063172,Gli eredi di King Kong,,Morganite 1968-69
1969-07-31,tt0059863,La spietata colt del gringo,,Morganite 1968-69
1969-08-02,tt0045992,Il diario di un condannato (Sotto il Sole Rovente),,Morganite 1968-69
1969-08-05,tt0065164,Quinto: non ammazzare,,Morganite 1968-69
1969-08-08,tt0154297,Questo corpo tanto desiderato,,Morganite 1968-69
1969-08-09,tt0061748,Cominciò per gioco...,,Morganite 1968-69
1969-08-10,tt0063008,Gentleman Jo... uccidi,,Morganite 1968-69
1969-08-12,tt0498263,La vedova allegra,,Morganite 1968-69
1969-08-13,tt0186030,"Un giovane, una giovane",,Morganite 1968-69
1969-08-16,tt0158229,Il sole è di tutti,,Morganite 1968-69
1969-08-19,tt0060430,7 donne per una strage,,Morganite 1968-69
1969-08-20,tt0060315,Django,,Morganite 1968-69
1969-08-24,tt0063139,Io ti amo,,Morganite 1968-69
1969-08-26,tt0185874,American Secret Service,,Morganite 1968-69
1969-08-27,tt0063270,L'uomo dall'occhio di vetro,,Morganite 1968-69
1969-08-28,tt0060828,La paura e l'amore,,Morganite 1968-69
1969-08-31,tt0061829,Addio Lara,,Morganite 1968-69
1969-09-11,tt0061703,Il gigante buono,,Morganite 1968-69
1969-09-12,tt0062207,Rapina al treno postale,,Morganite 1968-69
1969-09-14,tt0065120,Tre croci per non morire,,Morganite 1968-69
1969-09-17,tt0059933,Giovani iene,,Morganite 1968-69
1969-09-18,tt0062683,Superspia K,,Morganite 1968-69
1969-09-19,tt0060728,Matt Helm... non perdona!,,Morganite 1968-69
1969-09-21,tt0063419,Passa Sartana... è l'ombra della tua morte,,Morganite 1968-69
1969-09-23,tt0062249,Il sesso degli angeli,,Morganite 1968-69
1969-09-24,tt0062130,La più grande rapina del west,,Morganite 1968-69
1969-09-26,tt0166138,Comandamenti per un gangster,,Morganite 1968-69
1969-09-28,tt0061623,Violenza per una monaca,,Morganite 1968-69
1969-10-02,tt0062391,Un treno per Durango,,Morganite 1968-69
1969-10-05,tt0158852,La più bella coppia del mondo,,Morganite 1968-69
1969-10-07,tt0063740,Cimitero senza croci,,Morganite 1968-69
1969-10-09,tt0150698,Il gatto selvaggio,,Morganite 1968-69
1969-10-11,tt0060690,Django non perdona,,Morganite 1968-69
1969-10-14,tt0063522,Rosemary's Baby,,Morganite 1968-69
1969-10-15,tt0062652,All'ultimo sangue,,Morganite 1968-69
1969-10-19,tt0062626,Poker di sangue,,Morganite 1968-69
1969-10-21,tt0061709,I giorni dell'ira,,Morganite 1968-69
1969-10-22,tt0056368,Sepolto vivo,,Morganite 1968-69
1969-10-23,tt0061107,Il sipario strappato,,Morganite 1968-69
1969-10-24,tt0043757,Il continente scomparso,,Morganite 1968-69
1969-10-26,tt0062707,Banditi a Milano,,Morganite 1968-69
1969-10-29,tt0062112,Un attico sopra l'inferno,,Morganite 1968-69
1969-10-30,tt0062477,La vecchia legge del West,,Morganite 1968-69
1969-10-31,tt0059740,I quattro figli di Katie Elder,,"Morganite 1968-69, Lorraine 1969-70"
1969-11-02,tt0061197,Il giorno più lungo di Kansas City,,"Morganite 1968-69, Lorraine 1969-70"
1969-11-04,tt0058383,Assassinio sul palcoscenico,,"Morganite 1968-69, Lorraine 1969-70"
1969-11-06,tt0063275,Le notti di Satana,,"Morganite 1968-69, Lorraine 1969-70"
1969-11-09,tt0215321,Vendo cara la pelle,,"Morganite 1968-69, Lorraine 1969-70"
1969-11-11,tt0063270,L'uomo dall'occhio di vetro,,Morganite 1968-69
1969-11-12,tt0062731,Colpo grosso alla napoletana,,Morganite 1968-69
1969-11-16,tt0060697,1000 dollari sul nero,,"Morganite 1968-69, Lorraine 1969-70"
1969-11-19,tt0062909,Le amanti di Dracula,,Morganite 1968-69
1969-11-21,tt0063246,Jim l'irresistibile detective,,Morganite 1968-69
1969-11-23,tt0064869,Quintana,,"Morganite 1968-69, Lorraine 1969-70"
1969-11-25,tt0062218,Due stelle nella polvere,,Morganite 1968-69
1969-11-26,tt0062863,Buio oltre il sole,,Morganite 1968-69
1969-11-28,tt0063515,Gioco d'azzardo,,Morganite 1968-69
1969-11-30,tt0059273,Solo contro tutti,,"Morganite 1968-69, Lorraine 1969-70"
1969-12-02,tt0062819,Commandos,,Morganite 1968-69
1969-12-04,tt0058409,Le professioniste,,Morganite 1968-69
1969-12-05,tt0062629,A Ghentar si muore facile,,Morganite 1968-69
1969-12-07,tt0049833,I dieci comandamenti,,"Morganite 1968-69, Lorraine 1969-70"
1969-12-10,tt0058618,La strada per Forte Alamo,,Morganite 1968-69
1969-12-11,tt0063032,Il grande silenzio,,Morganite 1968-69
1969-12-12,tt0056174,La leggenda di Enea,,Morganite 1968-69
1969-12-14,tt0065997,Vivo per la tua morte,,"Morganite 1968-69, Lorraine 1969-70"
1969-12-17,tt0183451,Maciste nell'inferno di Gengis Khan,,Morganite 1968-69
1969-12-21,tt0062807,5 per l'inferno,,"Morganite 1968-69, Lorraine 1969-70"
1969-12-25,tt0138650,Nel sole,,"Morganite 1968-69, Lorraine 1969-70"
1969-12-28,tt0064653,Meglio vedova,,"Morganite 1968-69, Lorraine 1969-70"
1969-12-30,tt0139820,Nuda per un pugno di eroi,,"Morganite 1968-69, Lorraine 1969-70"
1969-12-31,tt0139510,L'oro del mondo,,"Morganite 1968-69, Lorraine 1969-70"
1970-01-02,tt0197807,Ramon il Messicano,,Lorraine 1969-70
1970-01-04,tt0062151,Preparati la bara!,,"Morganite 1968-69, Lorraine 1969-70"
1970-01-08,tt0060660,La pelle brucia,,Lorraine 1969-70
1970-01-09,tt0210353,Il terribile ispettore,,Lorraine 1969-70
1970-01-10,tt0062824,L'uomo dalla cravatta di cuoio,,"Morganite 1968-69, Lorraine 1969-70"
1970-01-13,tt0065361,Una su 13,,Lorraine 1969-70
1970-01-18,tt0060748,Nevada Smith,,Lorraine 1969-70
1970-01-21,tt0060325,Un dollaro tra i denti,,Lorraine 1969-70
1970-01-25,tt0057464,I tre spietati,,Lorraine 1969-70
1970-01-27,tt0063185,L'assassinio di Sister George,,Lorraine 1969-70
1970-01-31,tt0063775,Viva! Viva Villa!,,Lorraine 1969-70
1970-02-08,tt0060978,7 dollari sul rosso,,Lorraine 1969-70
1970-02-10,tt0060400,Fantomas contro Scotland Yard,,Lorraine 1969-70
1970-02-12,tt0061541,"Ringo, il volto della vendetta",,Lorraine 1969-70
1970-02-15,tt0061894,L'ultimo safari,,Lorraine 1969-70
1970-02-18,tt0062120,Si salvi chi può,,Lorraine 1969-70
1970-02-19,tt0059681,Saul e David,,Lorraine 1969-70
1970-02-24,tt0058326,La casa degli amori particolari,,Lorraine 1969-70
1970-02-26,tt0252432,La donna è uno spettacolo,,Lorraine 1969-70
1970-03-01,tt0063516,Roma come Chicago (Banditi a Roma),,Lorraine 1969-70
1970-03-03,tt0062022,Il fantasma di Londra,,Lorraine 1969-70
1970-03-04,tt0062860,La mano che uccide,,Lorraine 1969-70
1970-03-05,tt0061916,Il lungo duello,,Lorraine 1969-70
1970-03-10,tt0055609,"Vulcano, figlio di Giove",,Lorraine 1969-70
1970-03-11,tt0054637,Arrivano i titani,,Lorraine 1969-70
1970-03-15,tt0064275,...e vennero in quattro per uccidere Sartana!,,Lorraine 1969-70
1970-03-22,tt0158524,Un buco in fronte,,Lorraine 1969-70
1970-03-24,tt0062712,I bastardi,,Lorraine 1969-70
1970-03-25,tt0062099,Niente rose per OSS 117,,Lorraine 1969-70
1970-04-01,tt0063818,L'uomo dal lungo fucile,,Lorraine 1969-70
1970-04-02,tt0062703,La bambolona,,Lorraine 1969-70
1970-04-05,tt0058909,Angelica alla corte del re,,Lorraine 1969-70
1970-04-07,tt0057195,Presto... a letto!,,Lorraine 1969-70
1970-04-08,tt0063402,Facce per l'inferno,,Lorraine 1969-70
1970-04-12,tt0059579,Perché uccidi ancora,,Lorraine 1969-70
1970-04-16,tt0064695,Meglio morto che vivo,,Lorraine 1969-70
1970-04-19,tt0056904,Capitan Sinbad,,Lorraine 1969-70
1970-04-21,tt0057549,Sinfonia per un massacro,,Lorraine 1969-70
1970-04-25,tt0062350,Il tempo degli avvoltoi,,Lorraine 1969-70
1970-04-28,tt0059824,La città senza legge,,Lorraine 1969-70
1970-05-02,tt0058343,La meravigliosa Angelica,,Lorraine 1969-70
1970-05-05,tt0062713,I cannoni di San Sebastian,,Lorraine 1969-70
1970-05-07,tt0057560,Le tre sfide di Tarzan,,Lorraine 1969-70
1970-05-09,tt0063482,15 forche per un assassino,,Lorraine 1969-70
1970-05-13,tt0063586,Sette volte sette,,Lorraine 1969-70
1970-05-17,tt0058527,La rivolta dei sette,,Lorraine 1969-70
1970-05-19,tt0057271,"Maciste, l'eroe più grande del mondo",,Lorraine 1969-70
1970-05-22,tt0054267,Il pirata del diavolo,,Lorraine 1969-70
1970-05-23,tt0062706,Bandidos,,Lorraine 1969-70
1970-05-26,tt0056042,La guerra di Troia,,Lorraine 1969-70
1970-06-07,tt0061819,L'indomabile Angelica,,Lorraine 1969-70
1970-06-21,tt0049432,L'ultima caccia,,Lorraine 1969-70
1970-07-05,tt0169817,Le due facce del dollaro,,Lorraine 1969-70
1970-07-07,tt0064629,Quando l'alba si tinge di rosso,,Lorraine 1969-70
1970-07-18,tt0054436,La vendetta dei barbari,,Lorraine 1969-70
1970-07-24,tt0058152,Golia alla conquista di Bagdad,,Lorraine 1969-70
1970-07-26,tt0055116,Maciste nella terra dei ciclopi,,Lorraine 1969-70
1970-08-06,tt0060764,Eroe vagabondo,,Lorraine 1969-70
1970-08-09,tt0059296,Sfida a Glory City,,Lorraine 1969-70
1970-08-11,tt0046735,Avanzi di galera,,Lorraine 1969-70
1970-08-15,tt0126263,Dio perdoni la mia pistola,,Lorraine 1969-70
1970-08-16,tt0063060,Uomini d'amianto contro l'inferno,,Lorraine 1969-70
1970-08-18,tt0056641,Ursus e la ragazza tartara,,Lorraine 1969-70
1970-08-23,tt0059737,Mezzo dollaro d'argento,,Lorraine 1969-70
1970-08-25,tt0055564,Ulisse contro Ercole,,Lorraine 1969-70
1970-08-26,tt0063326,Gli amori di Angelica,,Lorraine 1969-70
1970-08-30,tt1393838,Zorro il dominatore,,Lorraine 1969-70
1970-09-01,tt0049989,L'ultimo ribelle,,Lorraine 1969-70
1970-09-02,tt0061012,Le spie uccidono a Beirut,,Lorraine 1969-70
1970-09-06,tt0045966,I cavalieri della tavola rotonda,,Lorraine 1969-70
1970-09-08,tt0062235,La tredicesima vergine,,Lorraine 1969-70
1970-09-10,tt0047517,Pionieri della California,,Lorraine 1969-70
1970-09-15,tt0063270,L'uomo dall'occhio di vetro,,Lorraine 1969-70
1970-09-22,tt0056124,Giuseppe venduto dai fratelli,,Lorraine 1969-70
1970-09-24,tt0054722,Capitani di ventura,,Lorraine 1969-70
1970-09-27,tt0064150,La sfida dei MacKenna,,Lorraine 1969-70
1970-09-30,tt0060628,La Colt è la mia legge,,Lorraine 1969-70
1970-10-04,tt0060563,Johnny Oro,,Lorraine 1969-70
1970-10-06,tt0046421,Operazione commandos,,Lorraine 1969-70
1970-10-07,tt0056872,Sinfonia di morte,,Lorraine 1969-70
1970-10-08,tt0053610,Atlas il trionfatore di Atene,,Lorraine 1969-70
1970-10-09,tt0056368,Sepolto vivo,,Lorraine 1969-70
1970-10-11,tt0064853,La taglia è tua... l'uomo l'ammazzo io,,Lorraine 1969-70
1970-10-15,tt0058995,I magnifici brutos del West,,Lorraine 1969-70
1970-10-18,tt0060664,L'uomo che ride,,Lorraine 1969-70
1970-10-20,tt0059852,L'uomo mascherato contro il corsaro nero,,Lorraine 1969-70
1970-10-21,tt0063091,Il cavallo in doppio petto,,Lorraine 1969-70
1970-10-23,tt0051487,La congiura dei Borgia,,Lorraine 1969-70
1970-10-25,tt0065019,"Sono Sartana, il vostro becchino",,Lorraine 1969-70
1970-10-27,tt0186396,Le notti dei Teddy Boys,,Lorraine 1969-70
1970-11-10,tt0197806,Il ragazzo che sapeva amare,,Lorraine 1969-70
1970-11-11,tt0061175,Una bara per Ringo,,Lorraine 1969-70
1970-11-14,tt0055115,Maciste contro il vampiro,,Lorraine 1969-70
1970-11-17,tt0065134,Gli avvoltoi hanno fame,,Lorraine 1969-70
1970-11-18,tt0059950,Il giuramento di Zorro,,Lorraine 1969-70
1970-11-20,tt0063240,La nebbia degli orrori,,Lorraine 1969-70
1970-11-22,tt0066464,La legge della violenza (Tutti o nessuno),,Lorraine 1969-70
1970-11-24,tt0060922,Una raffica di piombo,,Lorraine 1969-70
1970-11-25,tt0048517,Il figliuol prodigo,,Lorraine 1969-70
1970-11-29,tt0054331,Spartacus,,Lorraine 1969-70
1970-12-01,tt0054924,Il gigante di Metropolis,,Lorraine 1969-70
1970-12-02,tt0051985,Nel segno di Roma,,Lorraine 1969-70
1970-12-04,tt0058689,Il trionfo di Ercole,,Lorraine 1969-70
1970-12-08,tt0122398,"Il bello, il brutto, il cretino",,Lorraine 1969-70
1970-12-09,tt0058651,Gli invincibili tre,,Lorraine 1969-70
1970-12-10,tt0061981,Il mio corpo per un poker,,Lorraine 1969-70
1970-12-11,tt0172903,Fermati Hassan... questa è la resa dei conti!,,Lorraine 1969-70
1970-12-12,tt0065155,Uno di più all'inferno,,"Lorraine 1969-70, Lorraine 1970-71"
1970-12-15,tt0198968,Realtà romanzesca,,Lorraine 1969-70
1970-12-17,tt0063012,I giovani tigri,,Lorraine 1969-70
1970-12-19,tt0055257,I due volti della vendetta,,"Lorraine 1969-70, Lorraine 1970-71"
1970-12-22,tt0171038,...e venne il tempo di uccidere,,Lorraine 1969-70
1970-12-23,tt0062107,Pecos è qui: prega e muori!,,Lorraine 1969-70
1970-12-24,tt0063354,I nipoti di Zorro,,"Lorraine 1969-70, Lorraine 1970-71"
1970-12-27,tt0057036,Ercole sfida Sansone,,"Lorraine 1969-70, Lorraine 1970-71"
1970-12-29,tt0049408,Il re ed io,,"Lorraine 1969-70, Lorraine 1970-71"
1970-12-30,tt0057038,L'eroe di Babilonia,,Lorraine 1969-70
1970-12-31,tt0066334,Satiricosissimo,,"Lorraine 1969-70, Lorraine 1970-71"
1971-01-03,tt0032779,Eldorado,,"Lorraine 1970-71, Lorraine 1969-70"
1971-01-04,tt0178516,Goliath e la schiava ribelle,,Lorraine 1970-71
1971-01-06,tt0156193,Zingara,,"Lorraine 1970-71, Lorraine 1969-70"
1971-01-07,tt0059826,Tre dollari di piombo,,Lorraine 1970-71
1971-01-08,tt0197946,Tentazione,,Lorraine 1970-71
1971-01-10,tt0063811,Costretto ad uccidere,,"Lorraine 1970-71, Lorraine 1969-70"
1971-01-12,tt0062904,Due croci a Danger Pass,,Lorraine 1970-71
1971-01-13,tt0065962,Bruciatelo vivo!,,Lorraine 1970-71
1971-01-14,tt0150180,Con lui cavalca la morte,,Lorraine 1970-71
1971-01-15,tt0058936,Io non perdono... uccido,,Lorraine 1970-71
1971-01-17,tt0052280,La tempesta,,"Lorraine 1970-71, Lorraine 1969-70"
1971-01-19,tt0057142,La spada del Cid,,Lorraine 1970-71
1971-01-20,tt0061541,"Ringo, il volto della vendetta",,Lorraine 1970-71
1971-01-21,tt0058114,6 pallottole per Ringo Kid,,Lorraine 1970-71
1971-01-22,tt0150414,2 mattacchioni al Moulin Rouge,,Lorraine 1970-71
1971-01-24,tt0062761,Brutti di notte,,Lorraine 1970-71
1971-01-26,tt0062630,A qualsiasi prezzo,,Lorraine 1970-71
1971-01-28,tt0053861,I giganti della Tessaglia,,Lorraine 1970-71
1971-01-29,tt0061189,I selvaggi,,Lorraine 1970-71
1971-01-31,tt0061587,Navajo Joe,,"Lorraine 1970-71, Lorraine 1969-70"
1971-02-02,tt0060351,2 once di piombo,,Lorraine 1970-71
1971-02-04,tt0061419,Fbi contro gangsters,,Lorraine 1970-71
1971-02-05,tt0065070,"Tarzana, sesso selvaggio",,Lorraine 1970-71
1971-02-07,tt0062861,Diabolik,,"Lorraine 1970-71, Lorraine 1969-70"
1971-02-10,tt0049880,I moschettieri del re,,Lorraine 1970-71
1971-02-11,tt0059093,Deadwood '76,,Lorraine 1970-71
1971-02-13,tt0064393,Il fango verde,,Lorraine 1970-71
1971-02-14,tt0065247,Zorro alla corte d'Inghilterra,,Lorraine 1970-71
1971-02-16,tt0063636,I 6 della grande rapina,,Lorraine 1970-71
1971-02-19,tt0062411,Odissea sulla Terra,,Lorraine 1970-71
1971-02-21,tt0066287,Adios Cjamango,,Lorraine 1970-71
1971-02-23,tt0066093,Monty Walsh un uomo duro a morire,,Lorraine 1970-71
1971-02-24,tt0044380,I figli dei moschettieri,,Lorraine 1970-71
1971-02-25,tt0045888,La maschera di cera,,Lorraine 1970-71
1971-02-28,tt0060416,Un fiume di dollari,,Lorraine 1970-71
1971-03-07,tt0061805,Il teschio di Londra,,Lorraine 1970-71
1971-03-09,tt0198876,Ora X - pattuglia suicida,,Lorraine 1970-71
1971-03-10,tt0054503,Quanto sei bella Roma,,Lorraine 1970-71
1971-03-11,tt0064785,Il settimo flagello,,Lorraine 1970-71
1971-03-14,tt0057464,I tre spietati,,Lorraine 1970-71
1971-03-17,tt0054678,I due nemici,,Lorraine 1970-71
1971-03-19,tt0156329,La bambola di Satana,,Lorraine 1970-71
1971-03-23,tt0050199,Gli amanti del Pacifico,,Lorraine 1970-71
1971-03-25,tt0150180,Con lui cavalca la morte,,Lorraine 1970-71
1971-03-26,tt0063364,"Non aspettare Django, spara",,Lorraine 1970-71
1971-03-27,tt0062969,Il figlio di Aquila Nera,,Lorraine 1970-71
1971-03-30,tt0186532,7 monaci d'oro,,Lorraine 1970-71
1971-04-02,tt0066396,"Spara, Gringo, spara",,Lorraine 1970-71
1971-04-04,tt0059152,Erik il vichingo,,Lorraine 1970-71
1971-04-06,tt0060334,Mexico amore e sangue per un gringhero,,Lorraine 1970-71
1971-04-07,tt0065422,Arizona si scatenò... e li fece fuori tutti!,,Lorraine 1970-71
1971-04-16,tt0060475,Le grandi vacanze,,Lorraine 1970-71
1971-04-20,tt0052123,La rivolta dei gladiatori,,Lorraine 1970-71
1971-04-22,tt0063024,Il gorilla di Soho,,Lorraine 1970-71
1971-04-23,tt0062865,L'ultimo colpo in canna,,Lorraine 1970-71
1971-04-25,tt0060126,I conquistatori degli abissi,,Lorraine 1970-71
1971-04-27,tt0045053,Il prigioniero di Zenda,,Lorraine 1970-71
1971-04-28,tt0048528,L'arciere del re,,Lorraine 1970-71
1971-04-30,tt0054422,Gli ultimi giorni di Pompei,,Lorraine 1970-71
1971-05-01,tt0059037,Cincinnati Kid,,Lorraine 1970-71
1971-05-06,tt0057848,I sette del Texas,,Lorraine 1970-71
1971-05-11,tt0062975,L'ora della furia,,Lorraine 1970-71
1971-05-14,tt0062056,La morbida pelle della dolce Susanna,,Lorraine 1970-71
1971-05-16,tt0058917,I pistoleri maledetti,,Lorraine 1970-71
1971-05-20,tt0056473,Le sette spade del vendicatore,,Lorraine 1970-71
1971-05-23,tt0065083,Testa o croce,,Lorraine 1970-71
1971-05-25,tt0065499,Buon funerale amigos!... paga Sartana,,Lorraine 1970-71
1971-05-26,tt0054263,Saffo - Venere di Lesbo,,Lorraine 1970-71
1971-05-28,tt0045494,I fratelli senza paura,,Lorraine 1970-71
1971-05-30,tt0061449,Caroline chérie,,Lorraine 1970-71
1971-06-01,tt0064603,Un maggiolino tutto matto,,Lorraine 1970-71
1971-06-04,tt0048259,Il ladro del re,,Lorraine 1970-71
1971-06-05,tt0065775,L'impossibilità di essere normale,,Lorraine 1970-71
1971-06-06,tt0062114,Per 100.000 dollari t'ammazzo,,Lorraine 1970-71
1971-06-16,tt0061053,Spade senza bandiera,,Lorraine 1970-71
1971-06-18,tt0122779,La vendetta di Ursus,,Lorraine 1970-71
1971-06-25,tt0061729,Femmina,,Lorraine 1970-71
1971-06-26,tt0061598,I due figli di Ringo,,Lorraine 1970-71
1971-06-28,tt0054284,Il tesoro dei barbari,,Lorraine 1970-71
1971-07-01,tt0052257,Gli arditi del settimo fucilieri,,Lorraine 1970-71
1971-07-04,tt0057720,Zorro e i tre moschettieri,,Lorraine 1970-71
1971-07-06,tt0045072,L'autocolonna rossa,,Lorraine 1970-71
1971-07-07,tt0043991,Sangue al sole,,Lorraine 1970-71
1971-07-09,tt0056085,La conquista del West,,Lorraine 1970-71
1971-07-11,tt0058651,Gli invincibili tre,,Lorraine 1970-71
1971-07-13,tt0064227,Non uccidevano mai la domenica,,Lorraine 1970-71
1971-07-14,tt0050717,Il terrore viene d'oltretomba,,Lorraine 1970-71
1971-07-18,tt0060821,Per un dollaro di gloria,,Lorraine 1970-71
1971-07-20,tt0058151,Alla conquista dell'Arkansas,,Lorraine 1970-71
1971-07-21,tt0065025,La stella del Sud,,Lorraine 1970-71
1971-07-25,tt0269443,Killer Kid,,Lorraine 1970-71
1971-07-27,tt0053825,Stella di fuoco,,Lorraine 1970-71
1971-07-28,tt0134747,Gli invincibili fratelli Maciste,,Lorraine 1970-71
1971-08-01,tt0057706,I diavoli del gran prix,,Lorraine 1970-71
1971-08-03,tt0060725,Quel nostro grande amore,,Lorraine 1970-71
1971-08-08,tt0065361,Una su 13,,Lorraine 1970-71
1971-08-11,tt0056724,Zorro alla corte di Spagna,,Lorraine 1970-71
1971-08-15,tt0058942,Una bara per lo sceriffo,,Lorraine 1970-71
1971-08-22,tt0064146,Il cervello,,Lorraine 1970-71
1971-08-24,tt0061775,...E divenne il più spietato bandito del sud,,Lorraine 1970-71
1971-08-26,tt0049094,La cortigiana di Babilonia,,Lorraine 1970-71
1971-08-29,tt0067912,Un uomo chiamato Apocalisse Joe,,Lorraine 1970-71
1971-09-01,tt0061081,Ringo il Texano,,Lorraine 1970-71
1971-09-05,tt0216546,Arrivano Django e Sartana... è la fine,,Lorraine 1970-71
1971-09-08,tt0064669,Mille peccati... nessuna virtù,,Lorraine 1970-71
1971-09-09,tt0041147,I banditi della città fantasma,,Lorraine 1970-71
1971-09-12,tt0064350,Fräulein Doktor,,Lorraine 1970-71
1971-09-15,tt0044706,Mezzogiorno di fuoco,,Lorraine 1970-71
1971-09-16,tt0050266,Il corsaro della mezza luna,,Lorraine 1970-71
1971-09-17,tt0065143,L'uccello dalle piume di cristallo,,Lorraine 1970-71
1971-09-19,tt0216399,Wanted Sabata,,Lorraine 1970-71
1971-09-21,tt0057440,Queste pazze pazze donne,,Lorraine 1970-71
1971-09-22,tt0058483,Il ponte dei sospiri,,Lorraine 1970-71
1971-09-24,tt0059241,Una vampata di violenza,,Lorraine 1970-71
1971-09-26,tt0059578,Per qualche dollaro in più,,Lorraine 1970-71
1971-09-28,tt0061144,Gli uomini dal passo pesante,,Lorraine 1970-71
1971-09-30,tt0049224,Spionaggio internazionale,,Lorraine 1970-71
1971-10-03,tt0049301,Elena di Troia,,Lorraine 1970-71
1971-10-06,tt0063246,Jim l'irresistibile detective,,Lorraine 1970-71
1971-10-07,tt0044141,Totò e i re di Roma,,Lorraine 1970-71
1971-10-10,tt0070781,Uccidi Django... uccidi per primo!!!,,Lorraine 1970-71
1971-10-12,tt0150411,Due bianchi nell'Africa nera,,Lorraine 1970-71
1971-10-13,tt0211711,Uccideva a freddo,,Lorraine 1970-71
1971-10-15,tt0046153,Il territorio dei fuorilegge,,Lorraine 1970-71
1971-10-17,tt0041179,La pista di fuoco,,Lorraine 1970-71
1971-10-19,tt0065367,Sei già cadavere Amigo... ti cerca Garringo,,Lorraine 1970-71
1971-10-20,tt0047136,Johnny Guitar,,Lorraine 1970-71
1971-10-22,tt0049678,La risaia,,Lorraine 1970-71
1971-10-24,tt0063761,Vendetta per vendetta,,Lorraine 1970-71
